epoch,train_loss,val_loss,val_acc
1,10.998624665396553,2.230805814266205,0.25
2,9.909357479640416,2.276308238506317,0.26785714285714285
3,9.030422346932548,2.680934429168701,0.21428571428571427
4,9.108399186815534,3.3702234029769897,0.25
5,7.386240005493164,3.9346646070480347,0.3392857142857143
6,6.922333512987409,4.294991493225098,0.30357142857142855
7,6.549348831176758,4.495252370834351,0.30357142857142855
8,6.049138750348773,5.235316514968872,0.25
9,5.478317601340158,5.349242687225342,0.23214285714285715
10,5.717857156481061,4.982534170150757,0.25
11,4.972776685442243,4.771259069442749,0.2857142857142857
12,4.522601876940046,4.499959230422974,0.32142857142857145
13,4.537096772875104,4.350877285003662,0.2857142857142857
14,4.046322686331613,4.125976085662842,0.32142857142857145
15,3.7340544291904996,3.989355206489563,0.32142857142857145
16,3.587903159005301,3.66486918926239,0.26785714285714285
17,3.807114737374442,3.487686038017273,0.30357142857142855
18,3.3497986452920094,3.3291893005371094,0.2857142857142857
19,4.608909402574811,3.5168765783309937,0.30357142857142855
20,3.0660108838762556,3.0227288007736206,0.32142857142857145
21,3.9005908966064453,3.225163221359253,0.32142857142857145
22,3.650188003267561,3.104474425315857,0.3392857142857143
23,3.165929521833147,2.9293020963668823,0.32142857142857145
24,2.7091477598462785,2.749806046485901,0.3392857142857143
25,3.099914346422468,2.7201627492904663,0.375
26,2.997958081109183,2.3763492107391357,0.39285714285714285
27,2.898753251348223,2.4408109188079834,0.42857142857142855
28,2.5282058715820312,2.226399779319763,0.375
29,2.6456536735807146,2.178554654121399,0.39285714285714285
30,2.812247667993818,2.117891311645508,0.375
31,2.853942632675171,2.046736240386963,0.375
32,2.0807802506855557,1.9249305129051208,0.4107142857142857
33,2.8821256841932024,1.8721200823783875,0.39285714285714285
34,2.28815986428942,1.7508417963981628,0.42857142857142855
35,2.171663556780134,1.7931170463562012,0.375
36,2.359712140900748,1.7862555384635925,0.42857142857142855
37,2.106805443763733,1.8718492984771729,0.39285714285714285
38,2.0431684596197948,1.8988367915153503,0.3392857142857143
39,2.290268438202994,1.7118840217590332,0.39285714285714285
40,2.162168060030256,1.7548665404319763,0.3392857142857143
41,1.6689132622310094,1.7831114530563354,0.375
42,2.1330341952187672,1.7604058980941772,0.375
43,2.0527364185878207,1.8163659572601318,0.39285714285714285
44,2.5159607785088673,1.7119652032852173,0.4107142857142857
45,2.1085853406361172,1.6491549611091614,0.4107142857142857
46,2.0447731699262346,1.523850679397583,0.44642857142857145
47,1.7520796401160104,1.5722404718399048,0.4107142857142857
48,2.181091615131923,1.5851739048957825,0.39285714285714285
49,2.0488254172461375,1.5449015498161316,0.42857142857142855
50,1.8756806680134364,1.438952386379242,0.4642857142857143
51,1.982139996119908,1.4543121457099915,0.4642857142857143
52,1.7882619415010725,1.4975623488426208,0.48214285714285715
53,1.9836338417870658,1.6085116267204285,0.44642857142857145
54,1.9341282844543457,1.7049339413642883,0.4642857142857143
55,1.9680377755846297,1.698103904724121,0.4642857142857143
56,1.8000568662370955,1.6113106608390808,0.44642857142857145
57,2.160301072256906,1.572802722454071,0.42857142857142855
58,1.662948761667524,1.6362286806106567,0.4642857142857143
59,1.756718363080706,1.6197139024734497,0.5178571428571429
60,1.7167865548815047,1.6515299081802368,0.4107142857142857
61,1.7093322787966048,1.648202657699585,0.5
62,1.8426003115517753,1.6379399299621582,0.4642857142857143
63,1.5613993576594762,1.5694718956947327,0.48214285714285715
64,1.4483636958258492,1.5560446381568909,0.48214285714285715
65,2.210407086781093,1.5531489849090576,0.48214285714285715
66,1.4858699526105608,1.473131239414215,0.48214285714285715
67,1.8406738553728377,1.5439528226852417,0.44642857142857145
68,1.6502838475363595,1.529029667377472,0.4642857142857143
69,1.7486868074962072,1.622167706489563,0.44642857142857145
70,1.7414985043661935,1.7461970448493958,0.42857142857142855
71,1.695753846849714,1.7471330761909485,0.4107142857142857
72,1.3749851839882987,1.7100516557693481,0.48214285714285715
73,1.6577675001961845,1.6534238457679749,0.5
74,1.8353407553264074,1.6756100058555603,0.42857142857142855
75,1.8994192055293493,1.5757328867912292,0.44642857142857145
76,1.5635443414960588,1.6687683463096619,0.44642857142857145
77,1.6072914174624853,1.6383588314056396,0.4642857142857143
78,1.8391154663903373,1.7795377969741821,0.44642857142857145
79,1.6003593717302596,1.675257384777069,0.5
80,1.7527306420462472,1.719630241394043,0.42857142857142855
81,1.3486419064658028,1.6605220437049866,0.44642857142857145
82,1.4429580995014735,1.6308909058570862,0.48214285714285715
83,1.4927656650543213,1.5683029294013977,0.44642857142857145
84,1.4087443947792053,1.6448955535888672,0.44642857142857145
85,1.5124365602220808,1.5426769256591797,0.4642857142857143
86,1.2454286558287484,1.6110488772392273,0.48214285714285715
87,1.438264582838331,1.6017268300056458,0.5
88,1.6314050725528173,1.5390509366989136,0.4642857142857143
89,1.511050752231053,1.5607147216796875,0.48214285714285715
90,1.4559709174292428,1.595792829990387,0.44642857142857145
91,1.5377894469669886,1.6258831024169922,0.4642857142857143
92,1.328249250139509,1.561829686164856,0.42857142857142855
93,1.3573291557175773,1.5751289129257202,0.48214285714285715
94,1.2765523621014185,1.6112709641456604,0.48214285714285715
95,1.300984569958278,1.676548182964325,0.44642857142857145
96,1.4862923877579826,1.7151471972465515,0.42857142857142855
97,1.364880119051252,1.569803774356842,0.4642857142857143
98,1.2799171635082789,1.6563286781311035,0.48214285714285715
99,1.2337157726287842,1.6750329732894897,0.48214285714285715
100,1.2149330292429243,1.7666172981262207,0.48214285714285715
